year,month,day,capacity,base_demand,base_price_economy,base_price_business,no_show_prob
1956,Jul,7,300,534,160.71,451.14,0.1202
1956,Jul,8,200,327,295.26,926.71,0.0078
1956,Jul,9,200,493,157.9,491.76,0.0368
1956,Jul,10,250,467,243.58,973.79,0.0986
1956,Jul,11,200,364,257.6,864.5,0.056
1956,Jul,12,300,442,264.19,1016.95,0.0018
1956,Jul,13,150,371,110.45,393.66,0.0728
1956,Jul,14,150,286,291.99,867.57,0.0442
1956,Jul,15,200,445,267.65,926.48,0.0053
1956,Jul,16,300,483,258.48,667.26,0.0526
1956,Jul,17,300,503,269.5,1051.07,0.0417
1956,Jul,18,200,397,186.17,476.78,0.082
1956,Jul,19,300,432,243.32,829.85,0.0503
1956,Jul,20,150,538,218.49,631.5,0.0701
1956,Jul,21,150,366,161.63,592.68,0.1157
1956,Jul,22,150,401,222.88,616.18,0.0264
1956,Jul,23,250,452,239.01,645.84,0.0735
1956,Jul,24,200,461,266.57,1033.58,0.132
1956,Jul,25,300,508,125.41,323.72,0.1009
1956,Jul,26,250,364,269.72,746.1,0.1359
1956,Jul,27,300,465,109.47,355.19,0.0098
1956,Jul,28,300,528,275.44,784.88,0.1539
1956,Jul,29,200,321,136.42,362.08,0.1406
1956,Jul,30,200,353,296.51,816.39,0.053
1956,Aug,1,300,354,243.72,897.52,0.0742
1956,Aug,2,200,355,164.77,592.48,0.0599
1956,Aug,3,150,350,247.07,954.73,0.0947
1956,Aug,4,300,251,226.34,799.11,0.0335
1956,Aug,5,150,436,292.08,757.82,0.0686
1956,Aug,6,300,395,248.42,696.89,0.059
1956,Aug,7,250,304,181.73,530.68,0.2297
1956,Aug,8,250,383,256.74,978.12,0.0384
1956,Aug,9,300,489,295.4,889.73,0.1826
1956,Aug,10,250,426,221.84,742.24,0.0709
1956,Aug,11,200,369,111.55,341.0,0.0525
1956,Aug,12,300,421,247.81,783.33,0.0173
1956,Aug,13,300,562,229.04,786.53,0.1515
1956,Aug,14,150,350,216.78,753.68,0.0758
1956,Aug,15,150,357,297.15,998.35,0.217
1956,Aug,16,250,330,290.57,1089.46,0.0688
1956,Aug,17,250,334,205.44,752.75,0.0962
1956,Aug,18,300,431,105.06,395.23,0.1116
1956,Aug,19,300,464,292.14,1012.73,0.0197
1956,Aug,20,250,310,255.85,969.47,0.1166
1956,Aug,21,250,350,219.49,862.8,0.1042
1956,Aug,22,250,401,298.39,1167.93,0.0499
1956,Aug,23,200,493,268.27,954.36,0.2848
1956,Aug,24,250,448,249.51,852.51,0.0583
1956,Aug,25,150,288,229.29,715.33,0.0581
1956,Aug,26,300,269,158.82,579.02,0.1429
1956,Aug,27,200,305,227.63,663.23,0.0376
1956,Aug,28,150,530,238.14,775.9,0.0359
1956,Aug,29,200,456,135.73,384.55,0.0377
1956,Aug,30,200,358,207.8,600.77,0.1514
1956,Sep,1,300,336,277.12,847.97,0.068
1956,Sep,2,300,294,253.99,781.89,0.0386
1956,Sep,3,250,274,174.82,486.17,0.0471
1956,Sep,4,300,341,238.85,804.77,0.095
1956,Sep,5,300,266,271.12,809.75,0.1809
1956,Sep,6,150,428,194.11,730.45,0.1175
1956,Sep,7,250,283,210.35,773.61,0.0776
1956,Sep,8,150,399,168.86,647.61,0.0897
1956,Sep,9,300,317,205.72,588.93,0.1282
1956,Sep,10,150,307,280.26,843.05,0.1327
1956,Sep,11,150,257,108.06,286.91,0.1132
1956,Sep,12,150,343,292.14,895.0,0.0309
1956,Sep,13,150,408,229.95,779.77,0.1557
1956,Sep,14,250,445,299.44,1173.68,0.0425
1956,Sep,15,150,322,232.99,603.48,0.1813
1956,Sep,16,150,318,268.44,678.01,0.0246
1956,Sep,17,250,380,204.31,639.1,0.0181
1956,Sep,18,150,319,162.87,479.41,0.0602
1956,Sep,19,150,467,224.94,675.41,0.0679
1956,Sep,20,300,311,166.19,562.53,0.037
1956,Sep,21,250,386,129.05,380.25,0.0792
1956,Sep,22,200,268,184.33,703.08,0.1582
1956,Sep,23,300,431,225.57,777.25,0.0591
1956,Sep,24,300,386,291.78,798.41,0.3246
1956,Sep,25,300,348,131.36,498.59,0.0909
1956,Sep,26,250,321,196.04,742.9,0.0178
1956,Sep,27,150,343,287.79,1076.78,0.0829
1956,Sep,28,250,322,148.14,531.2,0.0162
1956,Sep,29,200,520,241.49,697.75,0.0512
1956,Sep,30,250,284,175.94,593.42,0.1033
1956,Oct,1,300,293,107.69,298.03,0.0709
1956,Oct,2,200,359,219.07,845.52,0.0916
1956,Oct,3,250,426,209.86,826.91,0.0656
1956,Oct,4,200,324,216.4,713.02,0.1263
1956,Oct,5,200,439,132.7,339.48,0.0341
1956,Oct,6,250,284,286.25,906.48,0.0295
1956,Oct,7,250,395,282.05,959.31,0.0748
1956,Oct,8,250,324,266.05,779.11,0.0563
1956,Oct,9,300,240,219.0,670.14,0.0519
1956,Oct,10,200,329,269.84,678.67,0.0478
1956,Oct,11,300,334,117.32,434.88,0.1155
1956,Oct,12,250,278,138.47,362.54,0.0253
1956,Oct,13,250,345,225.57,614.24,0.0172
1956,Oct,14,150,216,233.55,810.91,0.0303
1956,Oct,15,250,313,226.07,676.9,0.0613
1956,Oct,16,300,334,192.42,532.44,0.0987
1956,Oct,17,150,325,170.92,555.53,0.0862
1956,Oct,18,150,348,138.49,351.87,0.0251
1956,Oct,19,300,307,235.53,697.11,0.0584
1956,Oct,20,300,363,190.05,623.59,0.0361
1956,Oct,21,250,345,167.0,633.93,0.1069
1956,Oct,22,300,320,274.69,1028.69,0.0207
1956,Oct,23,300,278,161.56,504.4,0.1005
1956,Oct,24,250,262,285.14,814.45,0.0385
1956,Oct,25,150,272,193.26,514.86,0.1123
1956,Oct,26,250,239,104.12,336.68,0.1412
1956,Oct,27,300,221,233.13,872.03,0.0913
1956,Oct,28,250,240,148.68,469.42,0.0263
1956,Oct,29,250,228,252.41,818.78,0.0716
1956,Oct,30,300,329,125.76,406.19,0.081
1956,Nov,1,200,234,276.45,950.09,0.0317
1956,Nov,2,150,266,199.09,564.52,0.061
1956,Nov,3,150,315,188.48,500.41,0.0146
1956,Nov,4,200,348,234.89,802.34,0.0365
1956,Nov,5,300,349,136.62,450.6,0.0251
1956,Nov,6,300,274,105.6,279.69,0.0375
1956,Nov,7,250,226,277.23,1052.74,0.1969
1956,Nov,8,250,239,173.83,583.15,0.1049
1956,Nov,9,250,280,281.37,880.09,0.1744
1956,Nov,10,150,310,281.78,959.85,0.0634
1956,Nov,11,200,380,178.66,651.73,0.024
1956,Nov,12,200,312,292.26,939.85,0.0329
1956,Nov,13,300,299,229.34,784.59,0.0261
1956,Nov,14,250,330,174.76,651.21,0.0367
1956,Nov,15,150,219,298.1,815.2,0.1948
1956,Nov,16,200,301,287.95,873.49,0.0985
1956,Nov,17,250,275,124.85,387.72,0.044
1956,Nov,18,150,279,151.98,382.24,0.0171
1956,Nov,19,300,224,172.77,669.05,0.0515
1956,Nov,20,150,290,126.7,444.25,0.0181
1956,Nov,21,250,294,201.54,720.39,0.0451
1956,Nov,22,300,243,182.19,586.96,0.1394
1956,Nov,23,150,267,159.23,611.78,0.0954
1956,Nov,24,200,308,180.38,591.4,0.1023
1956,Nov,25,250,347,274.15,933.42,0.1459
1956,Nov,26,300,358,116.36,393.62,0.247
1956,Nov,27,250,320,259.35,881.69,0.0984
1956,Nov,28,250,301,186.73,729.31,0.196
1956,Nov,29,200,177,117.62,452.97,0.1181
1956,Nov,30,250,188,236.66,643.41,0.0942
1956,Dec,1,200,287,262.56,955.46,0.0589
1956,Dec,2,150,309,151.6,410.22,0.1077
1956,Dec,3,200,373,215.51,845.41,0.2001
1956,Dec,4,300,288,167.58,495.5,0.2259
1956,Dec,5,150,207,165.76,618.58,0.0917
1956,Dec,6,300,299,243.53,754.86,0.0573
1956,Dec,7,250,345,236.22,706.32,0.0551
1956,Dec,8,150,320,119.49,460.72,0.0474
1956,Dec,9,150,241,164.92,585.29,0.2791
1956,Dec,10,250,354,281.13,1025.18,0.0194
1956,Dec,11,300,280,190.5,603.57,0.0802
1956,Dec,12,250,351,260.81,734.93,0.0099
1956,Dec,13,150,254,290.11,1037.99,0.0416
1956,Dec,14,250,333,276.79,1029.8,0.0553
1956,Dec,15,300,194,295.32,778.74,0.1145
1956,Dec,16,200,238,118.88,415.12,0.1291
1956,Dec,17,150,376,282.46,757.6,0.0999
1956,Dec,18,150,227,165.71,633.81,0.0598
1956,Dec,19,300,259,156.0,436.19,0.2149
1956,Dec,20,250,303,144.87,477.54,0.1393
1956,Dec,21,300,308,123.68,429.14,0.0275
1956,Dec,22,150,236,218.62,729.63,0.1104
1956,Dec,23,250,249,298.63,1075.35,0.0282
1956,Dec,24,200,319,100.24,255.76,0.0867
1956,Dec,25,150,220,137.78,465.52,0.0753
1956,Dec,26,200,325,168.66,465.39,0.1341
1956,Dec,27,300,343,138.86,374.9,0.0356
1956,Dec,28,250,252,296.07,1053.39,0.0881
1956,Dec,29,200,305,121.76,473.96,0.0134
1956,Dec,30,300,308,242.72,946.43,0.0433
1957,Jan,1,300,327,279.74,897.63,0.0268
1957,Jan,2,200,187,227.32,661.65,0.078
1957,Jan,3,200,292,231.25,837.25,0.2731
1957,Jan,4,150,367,107.1,315.35,0.1416
1957,Jan,5,300,323,298.58,1125.21,0.081
1957,Jan,6,200,336,229.77,701.24,0.0517
1957,Jan,7,150,251,176.52,490.99,0.0494
1957,Jan,8,250,334,142.12,422.09,0.0824
1957,Jan,9,150,381,123.56,368.08,0.1603
1957,Jan,10,150,301,108.85,340.97,0.0657
1957,Jan,11,150,345,116.26,405.69,0.1044
1957,Jan,12,300,266,293.81,927.22,0.2553
1957,Jan,13,250,240,137.68,440.83,0.0604
1957,Jan,14,300,265,277.21,716.4,0.0643
1957,Jan,15,250,265,227.37,587.57,0.0315
1957,Jan,16,200,235,113.08,442.92,0.1794
1957,Jan,17,150,324,217.32,546.68,0.0787
1957,Jan,18,250,236,268.14,1001.83,0.0668
1957,Jan,19,300,419,115.11,351.31,0.0254
1957,Jan,20,250,383,247.71,963.65,0.1215
1957,Jan,21,200,200,190.4,592.48,0.0321
1957,Jan,22,200,313,276.68,948.75,0.1141
1957,Jan,23,200,297,232.35,748.9,0.0176
1957,Jan,24,150,358,296.95,1059.98,0.0557
1957,Jan,25,250,321,153.23,515.96,0.0244
1957,Jan,26,250,411,116.33,403.42,0.1834
1957,Jan,27,250,298,261.56,1008.63,0.043
1957,Jan,28,150,327,257.74,786.83,0.0564
1957,Jan,29,250,390,209.81,635.38,0.2163
1957,Jan,30,250,382,194.79,520.22,0.0362
1957,Feb,1,300,321,144.2,425.74,0.1987
1957,Feb,2,150,253,184.4,715.02,0.1223
1957,Feb,3,250,509,145.16,411.56,0.0933
1957,Feb,4,200,355,161.3,422.6,0.0527
1957,Feb,5,150,266,230.73,726.66,0.1302
1957,Feb,6,200,245,288.13,839.85,0.0516
1957,Feb,7,150,289,232.56,864.27,0.1782
1957,Feb,8,150,393,231.35,889.09,0.0318
1957,Feb,9,150,282,277.13,827.45,0.073
1957,Feb,10,150,309,222.39,872.31,0.1635
1957,Feb,11,200,323,244.95,962.41,0.0196
1957,Feb,12,300,325,188.64,683.76,0.0613
1957,Feb,13,200,317,288.21,1079.4,0.192
1957,Feb,14,150,283,212.15,806.17,0.0203
1957,Feb,15,200,328,245.07,771.33,0.1333
1957,Feb,16,250,271,285.9,885.17,0.0253
1957,Feb,17,200,290,217.25,620.31,0.1074
1957,Feb,18,300,218,269.54,875.67,0.0261
1957,Feb,19,300,308,270.92,720.87,0.0501
1957,Feb,20,150,322,226.95,644.19,0.1611
1957,Feb,21,300,265,202.15,757.56,0.0729
1957,Feb,22,150,456,208.28,790.98,0.0698
1957,Feb,23,250,230,139.99,503.34,0.0331
1957,Feb,24,200,415,273.31,814.59,0.0429
1957,Feb,25,250,168,181.47,550.07,0.1166
1957,Feb,26,250,258,169.12,425.84,0.1113
1957,Feb,27,300,242,151.91,401.4,0.0128
1957,Feb,28,200,308,211.08,549.28,0.0486
1957,Feb,29,150,210,109.96,434.19,0.0998
1957,Feb,30,150,206,145.67,569.14,0.0608
1957,Mar,1,300,273,102.06,374.18,0.0578
1957,Mar,2,200,396,287.53,894.35,0.0944
1957,Mar,3,250,323,102.92,406.09,0.0218
1957,Mar,4,150,427,144.41,565.46,0.0957
1957,Mar,5,150,337,221.87,873.6,0.0051
1957,Mar,6,200,455,163.8,410.62,0.0563
1957,Mar,7,200,540,174.7,674.95,0.1181
1957,Mar,8,250,325,194.39,710.66,0.0709
1957,Mar,9,300,295,287.77,1105.21,0.1113
1957,Mar,10,250,389,200.2,615.96,0.0635
1957,Mar,11,250,361,124.63,477.3,0.2136
1957,Mar,12,300,338,197.42,766.1,0.0565
1957,Mar,13,150,262,168.66,504.11,0.1022
1957,Mar,14,150,338,228.63,852.12,0.172
1957,Mar,15,150,390,298.22,963.99,0.1333
1957,Mar,16,150,358,293.17,923.54,0.0462
1957,Mar,17,300,451,158.37,477.67,0.049
1957,Mar,18,300,462,175.81,680.39,0.0866
1957,Mar,19,300,345,253.46,954.95,0.0621
1957,Mar,20,200,378,270.11,756.07,0.0081
1957,Mar,21,250,434,283.52,1060.24,0.094
1957,Mar,22,300,350,100.05,376.24,0.024
1957,Mar,23,200,355,250.03,908.15,0.0089
1957,Mar,24,200,416,177.68,644.74,0.0294
1957,Mar,25,300,420,191.73,499.41,0.0577
1957,Mar,26,300,370,215.71,681.74,0.073
1957,Mar,27,300,409,234.51,657.54,0.0523
1957,Mar,28,150,319,122.5,480.0,0.0437
1957,Mar,29,150,453,212.23,706.5,0.0388
1957,Mar,30,250,252,207.46,666.99,0.027
1957,Apr,1,200,308,124.1,471.61,0.0554
1957,Apr,2,300,427,104.97,296.22,0.1028
1957,Apr,3,150,395,105.04,418.09,0.1067
1957,Apr,4,150,411,120.56,325.37,0.0833
1957,Apr,5,300,311,150.73,594.62,0.0451
1957,Apr,6,200,376,118.32,448.24,0.0724
1957,Apr,7,300,427,112.3,381.87,0.022
1957,Apr,8,300,258,113.05,345.36,0.0628
1957,Apr,9,150,305,217.67,829.84,0.0688
1957,Apr,10,300,333,268.86,768.11,0.1793
1957,Apr,11,300,319,174.92,461.02,0.0551
1957,Apr,12,200,303,122.43,387.82,0.135
1957,Apr,13,250,231,134.96,346.18,0.065
1957,Apr,14,200,315,113.11,298.41,0.1793
1957,Apr,15,200,343,223.78,600.42,0.0428
1957,Apr,16,150,346,115.9,405.21,0.1206
1957,Apr,17,250,387,187.12,703.19,0.1
1957,Apr,18,150,253,221.5,559.58,0.2298
1957,Apr,19,300,300,206.35,648.81,0.0792
1957,Apr,20,300,337,128.79,342.32,0.1119
1957,Apr,21,250,393,266.26,1016.93,0.2077
1957,Apr,22,200,339,191.85,650.09,0.1799
1957,Apr,23,250,285,121.68,420.91,0.1028
1957,Apr,24,200,468,179.21,579.98,0.0195
1957,Apr,25,150,356,279.33,901.13,0.2252
1957,Apr,26,250,336,188.9,497.15,0.0489
1957,Apr,27,200,297,213.81,538.78,0.1759
1957,Apr,28,250,419,114.1,391.77,0.0778
1957,Apr,29,150,282,188.59,612.14,0.1257
1957,Apr,30,250,395,220.25,661.31,0.0405
1957,May,1,150,440,152.4,428.98,0.0154
1957,May,2,300,231,290.09,736.1,0.0305
1957,May,3,150,337,175.54,599.58,0.134
1957,May,4,250,269,127.15,357.21,0.0561
1957,May,5,150,307,119.47,312.74,0.0145
1957,May,6,150,290,110.43,400.61,0.0776
1957,May,7,250,302,210.42,824.44,0.0419
1957,May,8,200,419,157.05,585.24,0.0731
1957,May,9,150,420,185.76,524.97,0.1814
1957,May,10,300,318,285.77,860.15,0.0837
1957,May,11,150,306,193.41,676.59,0.0451
1957,May,12,300,303,176.41,634.42,0.162
1957,May,13,200,190,231.74,821.87,0.0245
1957,May,14,200,398,158.88,564.5,0.0567
1957,May,15,250,367,256.47,750.63,0.1168
1957,May,16,250,435,132.13,347.84,0.0502
1957,May,17,250,401,148.45,447.7,0.0351
1957,May,18,300,381,137.75,539.6,0.037
1957,May,19,150,310,245.39,615.67,0.1128
1957,May,20,300,287,176.27,696.54,0.017
1957,May,21,200,299,196.1,611.78,0.0207
1957,May,22,150,452,208.74,732.27,0.0252
1957,May,23,150,388,274.37,1021.03,0.0381
1957,May,24,250,387,247.54,808.87,0.0508
1957,May,25,200,354,137.92,433.6,0.0548
1957,May,26,150,278,206.48,607.19,0.0299
1957,May,27,150,254,256.89,883.08,0.0257
1957,May,28,150,362,272.42,1061.69,0.1791
1957,May,29,250,270,184.86,569.75,0.2261
1957,May,30,200,291,223.51,820.12,0.144
1957,Jun,1,250,515,111.74,287.75,0.0856
1957,Jun,2,150,402,230.37,698.07,0.1759
1957,Jun,3,300,561,259.76,790.29,0.0062
1957,Jun,4,250,285,104.43,393.78,0.1329
1957,Jun,5,250,433,288.02,1065.16,0.1862
1957,Jun,6,250,498,295.38,1116.61,0.0783
1957,Jun,7,250,514,259.69,760.3,0.108
1957,Jun,8,250,428,268.34,770.37,0.2425
1957,Jun,9,200,208,271.79,742.26,0.0782
1957,Jun,10,300,465,184.73,624.99,0.1213
1957,Jun,11,150,422,165.62,656.86,0.056
1957,Jun,12,300,457,193.46,642.81,0.2294
1957,Jun,13,300,412,206.6,534.01,0.0868
1957,Jun,14,250,433,176.9,608.8,0.0839
1957,Jun,15,300,442,260.87,831.13,0.1463
1957,Jun,16,300,447,192.63,522.72,0.0236
1957,Jun,17,250,378,182.04,723.02,0.1352
1957,Jun,18,200,436,206.77,758.22,0.0645
1957,Jun,19,250,474,112.17,323.51,0.1262
1957,Jun,20,150,476,212.91,639.34,0.0272
1957,Jun,21,250,358,106.85,332.51,0.0548
1957,Jun,22,300,606,164.06,424.19,0.0366
1957,Jun,23,300,454,103.37,258.43,0.0174
1957,Jun,24,250,364,222.54,824.78,0.1394
1957,Jun,25,150,278,193.24,660.66,0.2437
1957,Jun,26,200,399,277.83,1097.59,0.0478
1957,Jun,27,250,449,204.92,627.61,0.1843
1957,Jun,28,200,367,135.3,403.67,0.1562
1957,Jun,29,150,308,177.78,665.61,0.0096
1957,Jun,30,200,410,222.74,644.19,0.0684
1957,Jul,1,300,451,261.2,693.72,0.0491
1957,Jul,2,300,431,207.07,791.24,0.0657
1957,Jul,3,250,452,174.73,611.92,0.0486
1957,Jul,4,150,551,293.9,1021.07,0.1242
1957,Jul,5,200,421,291.39,1078.2,0.0543
1957,Jul,6,200,445,274.71,904.55,0.2817
1957,Jul,7,150,476,128.69,483.28,0.1086
1957,Jul,8,200,527,169.42,650.71,0.117
1957,Jul,9,150,640,185.44,690.85,0.1551
1957,Jul,10,150,369,272.22,876.78,0.2222
1957,Jul,11,250,520,294.65,930.31,0.2615
1957,Jul,12,300,327,200.98,621.87,0.1016
1957,Jul,13,300,579,145.53,466.38,0.0957
1957,Jul,14,300,668,156.91,420.42,0.0614
1957,Jul,15,250,535,114.66,358.4,0.071
1957,Jul,16,300,406,130.77,428.9,0.0292
1957,Jul,17,300,457,100.31,272.42,0.0274
1957,Jul,18,150,548,163.6,615.97,0.0279
1957,Jul,19,300,457,146.03,504.17,0.0606
1957,Jul,20,150,429,114.3,383.42,0.2681
1957,Jul,21,250,452,226.17,592.59,0.0831
1957,Jul,22,300,631,123.46,401.72,0.2641
1957,Jul,23,250,480,257.19,897.12,0.1356
1957,Jul,24,150,518,238.57,688.65,0.0513
1957,Jul,25,300,541,291.84,1086.03,0.1162
1957,Jul,26,150,524,144.39,520.26,0.0563
1957,Jul,27,200,429,203.94,662.29,0.0898
1957,Jul,28,300,507,199.39,514.69,0.2555
1957,Jul,29,250,413,169.35,476.13,0.0268
1957,Jul,30,200,448,145.76,548.81,0.036
1957,Aug,1,250,384,148.69,469.17,0.0107
1957,Aug,2,250,569,298.97,1148.38,0.1318
1957,Aug,3,300,323,274.67,821.82,0.0522
1957,Aug,4,200,383,245.51,959.11,0.0863
1957,Aug,5,300,494,110.83,340.49,0.0517
1957,Aug,6,300,567,187.73,510.56,0.0869
1957,Aug,7,250,331,210.86,534.94,0.0434
1957,Aug,8,200,570,295.26,853.16,0.0829
1957,Aug,9,200,599,106.41,402.68,0.0382
1957,Aug,10,150,325,122.96,462.63,0.0289
1957,Aug,11,200,403,237.05,947.21,0.0895
1957,Aug,12,300,541,262.69,1011.57,0.0062
1957,Aug,13,300,465,226.83,709.39,0.0614
1957,Aug,14,200,506,244.56,848.15,0.1019
1957,Aug,15,150,555,151.26,431.91,0.1314
1957,Aug,16,250,513,228.38,713.91,0.0865
1957,Aug,17,250,447,210.23,609.87,0.0743
1957,Aug,18,200,493,214.0,815.87,0.0721
1957,Aug,19,300,504,148.25,528.35,0.0557
1957,Aug,20,150,522,127.46,336.68,0.0994
1957,Aug,21,200,555,175.06,515.83,0.0166
1957,Aug,22,300,534,297.97,846.86,0.0863
1957,Aug,23,150,646,295.87,888.41,0.0718
1957,Aug,24,200,430,119.27,426.59,0.1416
1957,Aug,25,300,465,109.52,314.27,0.044
1957,Aug,26,300,700,109.96,414.74,0.1151
1957,Aug,27,250,537,145.62,369.5,0.1521
1957,Aug,28,250,493,281.9,845.08,0.0688
1957,Aug,29,200,453,236.52,602.56,0.0382
1957,Aug,30,200,349,254.57,678.22,0.0165
1957,Sep,1,200,484,120.3,418.55,0.0527
1957,Sep,2,200,405,238.93,812.61,0.1924
1957,Sep,3,200,542,237.85,670.48,0.0647
1957,Sep,4,250,460,270.47,1013.56,0.0282
1957,Sep,5,250,427,191.77,519.04,0.105
1957,Sep,6,250,360,266.25,829.62,0.0486
1957,Sep,7,250,423,272.24,786.26,0.1163
1957,Sep,8,150,338,282.91,1107.98,0.0539
1957,Sep,9,250,270,135.44,467.19,0.04
1957,Sep,10,250,392,263.65,1017.27,0.1451
1957,Sep,11,300,344,184.24,470.0,0.0772
1957,Sep,12,300,412,178.86,711.67,0.0495
1957,Sep,13,200,231,266.83,712.3,0.0533
1957,Sep,14,200,437,176.59,567.8,0.046
1957,Sep,15,150,379,219.08,844.55,0.0486
1957,Sep,16,150,530,148.43,434.75,0.1274
1957,Sep,17,250,489,159.66,614.84,0.072
1957,Sep,18,250,174,265.4,857.99,0.0253
1957,Sep,19,200,368,286.53,990.24,0.053
1957,Sep,20,200,476,288.71,917.16,0.0544
1957,Sep,21,300,530,290.79,814.73,0.0214
1957,Sep,22,250,322,217.95,766.46,0.0531
1957,Sep,23,150,536,139.17,416.82,0.065
1957,Sep,24,250,499,102.42,397.98,0.0272
1957,Sep,25,200,481,202.93,801.72,0.0279
1957,Sep,26,200,348,126.86,483.03,0.1736
1957,Sep,27,150,523,158.76,522.66,0.0715
1957,Sep,28,250,399,289.3,1078.11,0.0785
1957,Sep,29,300,257,177.11,472.77,0.0339
1957,Sep,30,300,372,243.28,954.32,0.0664
1957,Oct,1,300,436,156.21,460.35,0.1626
1957,Oct,2,200,290,114.66,419.92,0.0531
1957,Oct,3,300,350,101.44,394.8,0.1317
1957,Oct,4,200,192,142.07,473.03,0.051
1957,Oct,5,200,275,102.38,277.15,0.058
1957,Oct,6,250,249,211.69,614.14,0.1607
1957,Oct,7,150,344,283.61,1049.76,0.0061
1957,Oct,8,250,356,100.64,293.58,0.0838
1957,Oct,9,150,330,248.07,624.83,0.1414
1957,Oct,10,200,294,166.88,528.37,0.1006
1957,Oct,11,250,366,212.43,766.34,0.1293
1957,Oct,12,250,206,158.79,443.2,0.1103
1957,Oct,13,200,330,199.14,715.02,0.0128
1957,Oct,14,300,266,276.83,791.72,0.1597
1957,Oct,15,300,269,161.77,432.6,0.0177
1957,Oct,16,300,401,279.67,800.0,0.1644
1957,Oct,17,150,339,273.89,840.65,0.0189
1957,Oct,18,300,179,180.51,704.4,0.0165
1957,Oct,19,300,266,279.47,998.76,0.059
1957,Oct,20,150,414,199.0,706.12,0.0409
1957,Oct,21,250,440,118.78,349.35,0.169
1957,Oct,22,200,473,143.64,378.34,0.3412
1957,Oct,23,250,361,158.38,411.52,0.0939
1957,Oct,24,300,411,188.74,477.58,0.0912
1957,Oct,25,250,314,191.5,619.74,0.035
1957,Oct,26,250,360,268.55,937.76,0.1977
1957,Oct,27,200,354,130.85,507.46,0.0504
1957,Oct,28,250,444,159.93,504.3,0.0712
1957,Oct,29,300,349,289.77,986.45,0.1787
1957,Oct,30,300,302,137.03,501.92,0.0908
1957,Nov,1,300,402,250.11,746.96,0.1346
1957,Nov,2,250,399,269.58,688.09,0.1169
1957,Nov,3,150,424,108.71,379.45,0.1272
1957,Nov,4,300,288,203.18,582.83,0.0353
1957,Nov,5,300,326,246.0,841.12,0.0643
1957,Nov,6,250,313,153.5,482.83,0.0731
1957,Nov,7,150,308,277.05,695.72,0.1442
1957,Nov,8,300,314,252.4,900.84,0.1847
1957,Nov,9,300,329,253.6,903.42,0.0983
1957,Nov,10,300,352,277.67,696.23,0.1565
1957,Nov,11,300,385,127.22,318.77,0.1481
1957,Nov,12,300,237,132.8,430.34,0.1306
1957,Nov,13,250,307,123.11,353.04,0.0324
1957,Nov,14,300,269,226.44,657.31,0.0384
1957,Nov,15,300,280,161.58,641.53,0.1132
1957,Nov,16,250,366,201.93,609.53,0.0476
1957,Nov,17,200,310,133.13,466.08,0.0518
1957,Nov,18,300,392,102.54,367.87,0.1578
1957,Nov,19,150,370,232.4,887.1,0.1187
1957,Nov,20,150,397,222.28,710.27,0.0258
1957,Nov,21,150,255,165.93,657.86,0.0256
1957,Nov,22,300,308,274.78,729.98,0.1464
1957,Nov,23,250,349,243.31,879.53,0.126
1957,Nov,24,200,314,219.17,721.69,0.0192
1957,Nov,25,200,250,135.23,487.3,0.1724
1957,Nov,26,200,295,115.79,320.78,0.0755
1957,Nov,27,250,302,132.15,385.92,0.1868
1957,Nov,28,300,303,206.3,524.23,0.038
1957,Nov,29,250,313,234.51,604.94,0.0086
1957,Nov,30,250,360,248.25,833.63,0.0572
1957,Dec,1,300,207,153.83,473.6,0.0522
1957,Dec,2,300,324,198.73,582.54,0.0339
1957,Dec,3,250,191,131.09,490.1,0.1354
1957,Dec,4,200,356,136.67,474.6,0.016
1957,Dec,5,250,368,155.5,531.3,0.0927
1957,Dec,6,300,274,118.53,376.38,0.0293
1957,Dec,7,150,377,256.79,972.98,0.0771
1957,Dec,8,200,353,164.98,469.89,0.0534
1957,Dec,9,250,418,262.75,1003.04,0.073
1957,Dec,10,200,318,257.16,794.37,0.1008
1957,Dec,11,300,305,289.61,771.78,0.0251
1957,Dec,12,250,279,192.48,675.6,0.1751
1957,Dec,13,250,233,103.93,264.3,0.1748
1957,Dec,14,300,325,118.49,463.06,0.0214
1957,Dec,15,250,377,233.14,699.27,0.0094
1957,Dec,16,200,323,124.52,368.16,0.0759
1957,Dec,17,200,325,254.63,768.86,0.083
1957,Dec,18,300,387,143.52,368.79,0.0394
1957,Dec,19,300,341,105.41,341.41,0.1415
1957,Dec,20,200,326,113.56,349.83,0.0819
1957,Dec,21,300,278,141.9,539.36,0.0587
1957,Dec,22,250,353,248.89,750.17,0.0941
1957,Dec,23,250,256,262.79,924.46,0.1318
1957,Dec,24,250,361,242.99,832.55,0.1813
1957,Dec,25,200,351,238.31,791.76,0.0761
1957,Dec,26,250,363,162.82,475.32,0.0764
1957,Dec,27,150,310,224.36,694.07,0.045
1957,Dec,28,200,437,246.4,804.81,0.2286
1957,Dec,29,150,372,217.86,781.7,0.0639
1957,Dec,30,300,452,131.13,496.04,0.0389
1958,Jan,1,150,376,159.13,553.04,0.221
1958,Jan,2,150,290,195.02,652.59,0.1456
1958,Jan,3,300,277,212.71,829.48,0.1315
1958,Jan,4,150,250,205.89,761.79,0.0486
1958,Jan,5,250,461,270.53,850.03,0.0201
1958,Jan,6,300,372,169.3,570.65,0.1092
